Date,운영차압,비플럭스,원수 수온,원수 탁도,원수 TDS,원수 전기전도도,원수 pH,유입압력,생산량,is_operating,cycle_id,rain,temp
2021-06-13 22:00:01,3.94,4.590245589968614,19.41,1.8503655660377363,318.15,530.25,6.99,9.58,831.02,True,5,0.0,18.79635611243342
2021-06-13 23:00:01,3.93,4.583893031146143,19.4,1.84622641509434,317.352,528.92,6.99,9.59,831.45,True,5,0.0,18.53157375138485
2021-06-14 00:00:01,3.939999999999999,4.550031062060821,19.46,1.8420872641509438,316.926,528.21,6.99,9.6,828.16,True,5,0.0,18.190617486412563
2021-06-14 01:00:01,3.93,4.559036370309776,19.5,1.8379481132075475,316.97999999999996,528.3,6.99,9.58,829.0,True,5,0.0,18.19228382034773
2021-06-14 02:00:01,3.870000000000001,4.596248372847454,19.52,1.8338089622641514,317.016,528.36,6.99,9.47,826.03,True,5,0.0,17.99228382034773
2021-06-14 03:00:01,3.729999999999999,4.585482328380775,19.49,1.829669811320755,316.764,527.94,7.0,9.19,797.06,True,5,0.0,17.77185245923769
2021-06-14 04:00:01,3.71,4.617495381320026,19.48,1.825530660377359,315.732,526.22,7.0,9.16,799.84,True,5,0.0,17.54444454269074
2021-06-14 05:00:01,3.69,4.618710866165281,19.51,1.8213915094339626,314.982,524.97,7.0,9.14,799.82,True,5,0.0,17.571019292270105
2021-06-14 06:00:01,3.71,4.594219067107732,19.56,1.8172523584905664,314.37600000000003,523.96,7.01,9.18,800.92,True,5,0.0,17.60682094558878
2021-06-14 07:00:01,3.689999999999999,4.595315871032203,19.6,1.81311320754717,314.334,523.89,7.0,9.12,796.09,True,5,0.0,17.782652154159948
2021-06-14 08:00:01,3.69,4.587266107366426,19.61,1.808974056603774,314.652,524.42,7.01,9.13,796.19,True,5,0.0,18.27484243175546
2021-06-14 09:00:01,3.68,4.599753796142163,19.67,1.8048349056603776,314.844,524.74,7.01,9.11,798.17,True,5,0.0,19.468792586038347
2021-06-14 10:00:01,3.59,4.628445343414665,19.67,1.8006957547169815,314.95799999999997,524.93,7.01,8.815,776.8299999999999,True,5,0.0,21.061971640449567
2021-06-14 11:00:01,3.5,4.717744350285248,19.68,1.7965566037735852,315.03,525.05,7.01,8.52,755.49,True,5,0.0,22.56203370754548
